13-Sep-22 13:21:25 INFO run_ipd ............. run IPD 1605557700 .............
13-Sep-22 13:21:25 INFO remove_old_ips_from_range   > remove IPs older than 120 seconds
13-Sep-22 17:53:02 INFO get_prevalent_ingress         prevalent for 4/9/163.128.0.0: None (-1.00)
13-Sep-22 17:53:02 INFO run_ipd         NO -> split subnet
13-Sep-22 17:53:02 INFO split_range           split 163.128.0.0/9 into 163.128.0.0/10 and 163.192.0.0/10
13-Sep-22 17:53:11 INFO run_ipd    current_range: 4/9/163.0.0.0
13-Sep-22 17:53:11 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/9/163.0.0.0   s_ipcount=6589 min_samples=185363
13-Sep-22 17:53:11 INFO run_ipd       NO -> join siblings
13-Sep-22 17:53:11 INFO join_siblings         join siblings for range 4/9/163.0.0.0
13-Sep-22 17:53:11 INFO run_ipd    current_range: 4/15/162.254.0.0
13-Sep-22 17:53:11 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/15/162.254.0.0   s_ipcount=58929 min_samples=23170
13-Sep-22 17:53:51 INFO get_prevalent_ingress         no prevalent ingress found: {'F-EH2.381': 0.591, 'HH-EA13.48': 0.127, 'LON-SB2.13': 0.107, 'LAX-SB3.153': 0.056, 'VIE-SB5.1507': 0.019, 'LAX-SB3.180': 0.018, 'WAS-SA3.9': 0.013, 'NYC-SB5.10': 0.01, 'WAS-SA3.331': 0.009, 'WAS-SA2.343': 0.008, 'F-EH1.231': 0.008, 'PAO-SB3.194': 0.006, 'NYC-SB5.358': 0.005, 'PAO-SB3.10': 0.004, 'LON-SB2.12': 0.003, 'PAR-SC2.425': 0.003, 'LON-SA1.410': 0.002, 'WAS-SA2.302': 0.002, 'AMS-SC1.20': 0.002, 'LON-SA1.52': 0.002, 'NYC-SB6.9': 0.002, 'WAS-SA2.308': 0.001, 'WAS-SA2.9': 0.001, 'AMS-SB5.22': 0.0, 'NYC-SB6.295': 0.0, 'YTO-SA3.136': 0.0, 'LON-SB2.10': 0.0, 'D-ED5.11': 0.0, 'LON-SB2.11': 0.0, 'WAS-SA2.315': 0.0, 'VIE-SB5.1530': 0.0, 'VIE-SB5.12': 0.0, 'LAX-SB3.197': 0.0, 'PAO-SB3.188': 0.0, 'LAX-SB3.196': 0.0, 'LAX-SB3.184': 0.0, 'PAR-SB3.9': 0.0, 'WAS-SA3.274': 0.0, 'WAS-SA3.12': 0.0}
13-Sep-22 17:53:51 INFO get_prevalent_ingress         prevalent for 4/15/162.254.0.0: None (-1.00)
13-Sep-22 17:53:51 INFO run_ipd         NO -> split subnet
13-Sep-22 17:53:51 INFO split_range           split 162.254.0.0/15 into 162.254.0.0/16 and 162.255.0.0/16
13-Sep-22 17:54:08 INFO run_ipd    current_range: 4/15/162.252.0.0
13-Sep-22 17:54:08 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/15/162.252.0.0   s_ipcount=3322 min_samples=23170
13-Sep-22 17:54:08 INFO run_ipd       NO -> join siblings
13-Sep-22 17:54:08 INFO join_siblings         join siblings for range 4/15/162.252.0.0
13-Sep-22 17:54:08 INFO run_ipd    current_range: 4/13/162.240.0.0
13-Sep-22 17:54:08 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/13/162.240.0.0   s_ipcount=47985 min_samples=46340
13-Sep-22 17:54:33 INFO get_prevalent_ingress         no prevalent ingress found: {'PAO-SB3.172': 0.177, 'WAS-SA3.12': 0.161, 'WAS-SA3.9': 0.133, 'PAO-SB3.10': 0.083, 'LAX-SB3.153': 0.066, 'VIE-SB5.1530': 0.055, 'NYC-SB5.358': 0.041, 'LON-SB2.13': 0.038, 'NYC-SB5.10': 0.032, 'HH-EA13.48': 0.031, 'NYC-SB6.9': 0.029, 'VIE-SB5.1507': 0.023, 'AMS-SB5.22': 0.023, 'WAS-SA3.331': 0.017, 'LAX-SB3.180': 0.013, 'PAR-SB3.9': 0.012, 'AMS-SB6.438': 0.009, 'LAX-SB3.197': 0.008, 'F-ED14.398': 0.006, 'LAX-SB3.186': 0.006, 'F-EH2.526': 0.005, 'WAS-SA2.9': 0.005, 'F-EH1.335': 0.004, 'D-ED5.14': 0.004, 'B-EH2.10': 0.004, 'F-ED14.564': 0.003, 'D-ED5.11': 0.003, 'F-ED13.608': 0.002, 'F-ED11.14': 0.002, 'VIE-SB5.30': 0.001, 'LON-SB2.12': 0.001, 'WAS-SA2.343': 0.001, 'PAR-SC2.425': 0.001, 'F-ED11.256': 0.0, 'AMS-SC1.10': 0.0, 'TR-SB2.929': 0.0, 'VIE-SB5.12': 0.0, 'AMS-SC1.20': 0.0, 'AMS-SB6.351': 0.0, 'NE-EA6.117': 0.0, 'YTO-SA3.136': 0.0, 'VIE-SB5.16': 0.0, 'HN-SB2.517': 0.0, 'WAS-SA2.302': 0.0, 'VIE-SB5.1516': 0.0, 'HH-EB12.34': 0.0, 'WAS-SA3.277': 0.0, 'ULM-EB6.682': 0.0, 'M-EB10.1394': 0.0, 'WAS-SA3.11': 0.0, 'F-ED11.21': 0.0, 'F-ED12.9': 0.0, 'F-ED14.287': 0.0, 'WAS-SA2.308': 0.0, 'NYC-SB6.295': 0.0}
13-Sep-22 17:54:33 INFO get_prevalent_ingress         prevalent for 4/13/162.240.0.0: None (-1.00)
13-Sep-22 17:54:33 INFO run_ipd         NO -> split subnet
13-Sep-22 17:54:33 INFO split_range           split 162.240.0.0/13 into 162.240.0.0/14 and 162.244.0.0/14
13-Sep-22 17:54:44 INFO run_ipd    current_range: 4/12/162.224.0.0
13-Sep-22 17:54:44 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/12/162.224.0.0   s_ipcount=1171 min_samples=65536
13-Sep-22 17:54:44 INFO run_ipd       NO -> join siblings
13-Sep-22 17:54:44 INFO join_siblings         join siblings for range 4/12/162.224.0.0
13-Sep-22 17:54:44 INFO run_ipd    current_range: 4/11/162.192.0.0
13-Sep-22 17:54:44 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/11/162.192.0.0   s_ipcount=43063 min_samples=92681
13-Sep-22 17:54:44 INFO run_ipd       NO -> join siblings
13-Sep-22 17:54:44 INFO join_siblings         join siblings for range 4/11/162.192.0.0
13-Sep-22 17:54:44 INFO run_ipd    current_range: 4/11/162.160.0.0
13-Sep-22 17:54:44 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/11/162.160.0.0   s_ipcount=42 min_samples=92681
13-Sep-22 17:54:44 INFO run_ipd       NO -> join siblings
13-Sep-22 17:54:44 INFO join_siblings         join siblings for range 4/11/162.160.0.0
13-Sep-22 17:54:44 INFO run_ipd    current_range: 4/15/162.158.0.0
13-Sep-22 17:54:44 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/15/162.158.0.0   s_ipcount=356222 min_samples=23170
13-Sep-22 17:55:25 INFO get_prevalent_ingress         no prevalent ingress found: {'VIE-SB5.1530': 0.247, 'HH-EA13.48': 0.216, 'AMS-SB5.22': 0.142, 'AMS-SB6.438': 0.059, 'F-ED14.398': 0.058, 'VIE-SB5.12': 0.038, 'D-ED5.14': 0.032, 'F-EH1.335': 0.029, 'F-EH2.526': 0.029, 'B-EH2.10': 0.026, 'F-ED14.564': 0.023, 'D-ED5.11': 0.021, 'NYC-SB6.9': 0.02, 'F-ED13.608': 0.016, 'WAS-SA3.9': 0.009, 'LON-SA1.410': 0.005, 'PAO-SB3.188': 0.005, 'WAW-SB4.196': 0.003, 'PAO-SB3.172': 0.003, 'VIE-SB5.1507': 0.002, 'AMS-SC1.10': 0.002, 'PAR-SB3.767': 0.002, 'AMS-SC1.20': 0.002, 'ZRH-SA1.710': 0.002, 'AMS-SB5.23': 0.001, 'PAR-SC2.425': 0.001, 'VIE-SB5.10': 0.001, 'WAS-SA3.274': 0.001, 'AMS-E7.12': 0.001, 'WAS-SA3.331': 0.001, 'LAX-SB3.180': 0.001, 'VIE-SB5.30': 0.0, 'LON-SB2.10': 0.0, 'IST-SA1.214': 0.0, 'LON-SB2.11': 0.0, 'LON-SA1.52': 0.0, 'F-EH1.13': 0.0, 'F-ED14.496': 0.0, 'WAS-SA3.12': 0.0, 'PAR-SB3.11': 0.0, 'PAR-SC2.10': 0.0, 'LAX-SB3.196': 0.0, 'NYC-SB5.358': 0.0, 'PAO-SB3.10': 0.0, 'F-ED12.250': 0.0, 'F-ED12.267': 0.0, 'F-ED14.317': 0.0, 'PAR-SB3.766': 0.0, 'PAR-SB3.765': 0.0, 'PAR-SB3.568': 0.0, 'LON-SB2.13': 0.0, 'LON-SB2.12': 0.0, 'LON-SA1.412': 0.0, 'WAS-SA2.308': 0.0, 'LON-SA1.500': 0.0, 'LON-SA1.692': 0.0, 'ULM-EB5.54': 0.0, 'F-ED11.256': 0.0, 'MIL-SA1.9': 0.0, 'PAR-SB3.9': 0.0, 'LAX-SB3.186': 0.0}
13-Sep-22 17:55:25 INFO get_prevalent_ingress         prevalent for 4/15/162.158.0.0: None (-1.00)
13-Sep-22 17:55:25 INFO run_ipd         NO -> split subnet
13-Sep-22 17:55:25 INFO split_range           split 162.158.0.0/15 into 162.158.0.0/16 and 162.159.0.0/16
13-Sep-22 17:55:41 INFO run_ipd    current_range: 4/15/162.156.0.0
13-Sep-22 17:55:41 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/15/162.156.0.0   s_ipcount=489 min_samples=23170
13-Sep-22 17:55:41 INFO run_ipd       NO -> join siblings
13-Sep-22 17:55:41 INFO join_siblings         join siblings for range 4/15/162.156.0.0
13-Sep-22 17:55:41 INFO run_ipd    current_range: 4/14/162.152.0.0
13-Sep-22 17:55:41 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/14/162.152.0.0   s_ipcount=173 min_samples=32768
13-Sep-22 17:55:41 INFO run_ipd       NO -> join siblings
13-Sep-22 17:55:41 INFO join_siblings         join siblings for range 4/14/162.152.0.0
13-Sep-22 17:55:41 INFO run_ipd    current_range: 4/13/162.144.0.0
13-Sep-22 17:55:41 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/13/162.144.0.0   s_ipcount=2258 min_samples=46340
13-Sep-22 17:55:41 INFO run_ipd       NO -> join siblings
13-Sep-22 17:55:41 INFO join_siblings         join siblings for range 4/13/162.144.0.0
13-Sep-22 17:55:41 INFO run_ipd    current_range: 4/12/162.128.0.0
13-Sep-22 17:55:41 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/12/162.128.0.0   s_ipcount=47579 min_samples=65536
13-Sep-22 17:55:41 INFO run_ipd       NO -> join siblings
13-Sep-22 17:55:41 INFO join_siblings         join siblings for range 4/12/162.128.0.0
13-Sep-22 17:55:41 INFO run_ipd    current_range: 4/10/162.64.0.0
13-Sep-22 17:55:41 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/10/162.64.0.0   s_ipcount=102218 min_samples=131072
13-Sep-22 17:55:41 INFO run_ipd       NO -> join siblings
13-Sep-22 17:55:41 INFO join_siblings         join siblings for range 4/10/162.64.0.0
13-Sep-22 17:56:31 INFO join_siblings  NO -> do nothing
13-Sep-22 17:56:31 INFO run_ipd    current_range: 4/10/162.0.0.0
13-Sep-22 17:56:31 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/10/162.0.0.0   s_ipcount=110898 min_samples=131072
13-Sep-22 17:56:31 INFO run_ipd       NO -> join siblings
13-Sep-22 17:56:31 INFO join_siblings         join siblings for range 4/10/162.0.0.0
13-Sep-22 17:57:20 INFO join_siblings  NO -> do nothing
13-Sep-22 17:57:20 INFO run_ipd    current_range: 4/8/161.0.0.0
13-Sep-22 17:57:20 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/8/161.0.0.0   s_ipcount=143354 min_samples=262144
13-Sep-22 17:57:20 INFO run_ipd       NO -> join siblings
13-Sep-22 17:57:20 INFO join_siblings         join siblings for range 4/8/161.0.0.0
13-Sep-22 17:57:20 INFO run_ipd    current_range: 4/9/160.128.0.0
13-Sep-22 17:57:20 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/9/160.128.0.0   s_ipcount=32811 min_samples=185363
13-Sep-22 17:57:20 INFO run_ipd       NO -> join siblings
13-Sep-22 17:57:20 INFO join_siblings         join siblings for range 4/9/160.128.0.0
13-Sep-22 17:57:20 INFO run_ipd    current_range: 4/10/160.64.0.0
13-Sep-22 17:57:20 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/10/160.64.0.0   s_ipcount=55127 min_samples=131072
13-Sep-22 17:57:20 INFO run_ipd       NO -> join siblings
13-Sep-22 17:57:20 INFO join_siblings         join siblings for range 4/10/160.64.0.0
13-Sep-22 17:57:48 INFO join_siblings  NO -> do nothing
13-Sep-22 17:57:48 INFO run_ipd    current_range: 4/7/158.0.0.0
13-Sep-22 17:57:48 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/7/158.0.0.0   s_ipcount=391951 min_samples=370727
13-Sep-22 17:58:10 INFO get_prevalent_ingress         no prevalent ingress found: {'VIE-SB5.13': 0.114, 'LAX-SB3.180': 0.113, 'N-EA9.721': 0.108, 'N-EB9.742': 0.107, 'LON-SA1.414': 0.046, 'HH-EE1.182': 0.043, 'VIE-SB5.1530': 0.024, 'F-ED12.359': 0.024, 'VIE-SB5.1507': 0.023, 'F-ED12.74': 0.023, 'AMS-SC1.10': 0.023, 'WAS-SA2.9': 0.02, 'AMS-SC1.242': 0.02, 'WAS-SA3.9': 0.018, 'LON-SB2.13': 0.014, 'F-EE1.266': 0.013, 'AMS-SB5.22': 0.013, 'YTO-SA3.136': 0.013, 'PAR-SB3.17': 0.011, 'F-ED11.14': 0.011, 'F-EH1.13': 0.01, 'F-EH2.322': 0.01, 'F-EH2.319': 0.01, 'F-EH1.269': 0.01, 'F-EH1.270': 0.01, 'F-ED14.496': 0.009, 'VIE-SB5.30': 0.009, 'LON-SA1.410': 0.009, 'MIL-SA1.9': 0.009, 'F-EH4.74': 0.009, 'PAO-SB3.10': 0.008, 'D-ED5.14': 0.007, 'HH-EA13.48': 0.006, 'F-ED12.9': 0.005, 'NE-EA3.737': 0.005, 'F-EH1.277': 0.005, 'F-ED12.21': 0.005, 'LON-SB2.10': 0.004, 'F-ED13.608': 0.004, 'LON-SB2.11': 0.004, 'PAO-SB3.172': 0.003, 'PAR-SB3.11': 0.003, 'VIE-SB5.12': 0.003, 'LON-SA1.412': 0.003, 'LON-SA1.172': 0.003, 'F-EH2.20': 0.002, 'AMS-SB5.13': 0.002, 'PAR-SB3.641': 0.002, 'LON-SA1.939': 0.002, 'AMS-E7.12': 0.002, 'F-ED11.256': 0.002, 'WAS-SA2.308': 0.002, 'AMS-SB5.734': 0.002, 'F-ED11.525': 0.002, 'F-ED11.530': 0.002, 'LON-SA1.692': 0.002, 'ZRH-SA1.642': 0.002, 'F-ED14.287': 0.002, 'NYC-SB5.10': 0.001, 'F-ED13.735': 0.001, 'ZRH-SA1.314': 0.001, 'F-EE5.1569': 0.001, 'F-ED13.906': 0.001, 'B-EH2.10': 0.001, 'AMS-SB6.438': 0.001, 'LAX-SB3.196': 0.001, 'F-ED11.534': 0.001, 'LAX-SB3.197': 0.001, 'WAS-SA2.10': 0.001, 'AMS-SB5.12': 0.001, 'F-EH2.12': 0.001, 'LON-SA1.409': 0.001, 'WAS-SA3.12': 0.001, 'F-EB2.83': 0.001, 'PAR-SB3.15': 0.001, 'PAO-SB3.187': 0.001, 'AMS-SB5.10': 0.001, 'LON-SA1.512': 0.001, 'WAS-SA3.277': 0.001, 'M-EB10.1394': 0.0, 'F-EH2.526': 0.0, 'F-EH1.335': 0.0, 'NYC-SB5.358': 0.0, 'AMS-SB6.344': 0.0, 'ULM-EB6.682': 0.0, 'HN-SB2.517': 0.0, 'VIE-SB5.10': 0.0, 'F-ED14.564': 0.0, 'ULM-EB5.54': 0.0, 'HH-EB12.34': 0.0, 'GI-SA2.826': 0.0, 'PAR-SB3.767': 0.0, 'VIE-SB5.1516': 0.0, 'LON-SB2.12': 0.0, 'TR-SB2.929': 0.0, 'PAR-SC2.425': 0.0, 'VIE-SB5.1522': 0.0, 'D-ED5.11': 0.0, 'B-EA10.965': 0.0, 'AMS-SC1.20': 0.0, 'B-EH3.326': 0.0, 'F-EE5.942': 0.0, 'S-EA6.54': 0.0, 'VIE-SB5.16': 0.0, 'F-ED14.398': 0.0, 'WAS-SA3.331': 0.0, 'B-EH3.9': 0.0, 'PAO-SB3.188': 0.0, 'WAW-SB4.154': 0.0, 'F-ED14.370': 0.0, 'D-ED6.261': 0.0, 'F-ED11.21': 0.0, 'AMS-SB5.23': 0.0, 'ZRH-SA1.477': 0.0, 'WAS-SA2.315': 0.0, 'NYC-SB6.9': 0.0, 'WAS-SA2.343': 0.0, 'VIE-SB5.1518': 0.0, 'F-EE10.428': 0.0, 'WAW-SB4.196': 0.0, 'WAS-SA3.274': 0.0, 'F-ED11.424': 0.0, 'NYC-SB6.295': 0.0, 'LON-SA1.500': 0.0, 'LON-SB2.354': 0.0, 'LAX-SB3.186': 0.0, 'PAR-SB3.9': 0.0, 'LON-SA1.411': 0.0, 'F-EH1.18': 0.0, 'CPH-SA1.10': 0.0, 'F-EH1.401': 0.0, 'M-EC4.152': 0.0, 'LON-SA1.586': 0.0, 'F-EH2.321': 0.0, 'MAD-SA1.240': 0.0, 'PAO-SB3.53': 0.0, 'MIL-SA1.330': 0.0, 'PAO-SB3.50': 0.0, 'VIE-SB6.378': 0.0, 'PAR-SB3.568': 0.0, 'LAX-SB3.184': 0.0, 'F-ED14.317': 0.0, 'VIE-SB5.993': 0.0, 'F-ED12.250': 0.0, 'AMS-SC1.253': 0.0, 'LAX-SB3.200': 0.0, 'F-ED12.267': 0.0, 'AMS-SB5.17': 0.0, 'IST-SA1.213': 0.0, 'PAR-SB3.766': 0.0, 'PAR-SB3.765': 0.0, 'LAX-SB3.153': 0.0, 'F-ED13.254': 0.0, 'F-EA12.1147': 0.0, 'WAS-SA3.11': 0.0, 'DAL-SB1.179': 0.0, 'ZRH-SA1.710': 0.0, 'F-EH1.232': 0.0, 'MIL-SA1.264': 0.0, 'AMS-SB5.472': 0.0, 'B-EH3.78': 0.0, 'STO-SB3.237': 0.0}
13-Sep-22 17:58:10 INFO get_prevalent_ingress         prevalent for 4/7/158.0.0.0: None (-1.00)
13-Sep-22 17:58:10 INFO run_ipd         NO -> split subnet
13-Sep-22 17:58:10 INFO split_range           split 158.0.0.0/7 into 158.0.0.0/8 and 159.0.0.0/8
13-Sep-22 17:58:20 INFO run_ipd    current_range: 4/13/157.248.0.0
13-Sep-22 17:58:20 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/13/157.248.0.0   s_ipcount=305 min_samples=46340
13-Sep-22 17:58:20 INFO run_ipd       NO -> join siblings
13-Sep-22 17:58:20 INFO join_siblings         join siblings for range 4/13/157.248.0.0
13-Sep-22 17:58:20 INFO run_ipd    current_range: 4/14/157.244.0.0
13-Sep-22 17:58:20 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/14/157.244.0.0   s_ipcount=3100 min_samples=32768
13-Sep-22 17:58:20 INFO run_ipd       NO -> join siblings
13-Sep-22 17:58:20 INFO join_siblings         join siblings for range 4/14/157.244.0.0
13-Sep-22 17:58:20 INFO run_ipd    current_range: 4/15/157.242.0.0
13-Sep-22 17:58:20 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/15/157.242.0.0   s_ipcount=89 min_samples=23170
13-Sep-22 17:58:20 INFO run_ipd       NO -> join siblings
13-Sep-22 17:58:20 INFO join_siblings         join siblings for range 4/15/157.242.0.0
13-Sep-22 17:59:33 INFO join_siblings  NO -> do nothing
13-Sep-22 17:59:33 INFO run_ipd    current_range: 4/15/157.240.0.0
13-Sep-22 17:59:33 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/15/157.240.0.0   s_ipcount=1984301 min_samples=23170
13-Sep-22 18:00:05 INFO get_prevalent_ingress         no prevalent ingress found: {'M-EC4.17': 0.142, 'AMS-SC1.298': 0.105, 'AMS-SB5.667': 0.102, 'AMS-SC1.281': 0.099, 'AMS-SB6.435': 0.092, 'D-ED6.15': 0.09, 'D-ED5.18': 0.089, 'HH-EF1.13': 0.06, 'HH-EF1.14': 0.059, 'F-EH1.16': 0.023, 'F-EH2.14': 0.023, 'F-EH1.19': 0.022, 'F-ED12.14': 0.021, 'F-EH2.9': 0.021, 'F-ED11.22': 0.021, 'PAR-SB3.767': 0.009, 'VIE-SB5.1507': 0.005, 'LON-SB2.13': 0.004, 'NYC-SB6.9': 0.003, 'WAS-SA3.331': 0.003, 'HH-EA13.48': 0.002, 'LON-SA1.586': 0.002, 'VIE-SB5.1516': 0.001, 'F-EH1.13': 0.001, 'LAX-SB3.153': 0.001, 'IST-SA1.214': 0.0, 'F-ED12.9': 0.0, 'VIE-SB5.26': 0.0, 'VIE-SB6.426': 0.0, 'VIE-SB5.12': 0.0, 'F-ED14.398': 0.0, 'ULM-EB5.54': 0.0, 'LON-SB2.12': 0.0, 'PAR-SC2.425': 0.0, 'AMS-SC1.20': 0.0, 'LAX-SB3.180': 0.0, 'F-EH2.12': 0.0, 'F-ED11.534': 0.0, 'F-ED11.14': 0.0, 'VIE-SB5.16': 0.0, 'PAO-SB3.194': 0.0, 'WAS-SA2.343': 0.0, 'LON-SA1.412': 0.0, 'MIL-SA1.9': 0.0, 'VIE-SB5.25': 0.0, 'LON-SA1.692': 0.0}
13-Sep-22 18:00:05 INFO get_prevalent_ingress         prevalent for 4/15/157.240.0.0: None (-1.00)
13-Sep-22 18:00:05 INFO run_ipd         NO -> split subnet
13-Sep-22 18:00:05 INFO split_range           split 157.240.0.0/15 into 157.240.0.0/16 and 157.241.0.0/16
13-Sep-22 18:00:19 INFO run_ipd    current_range: 4/12/157.224.0.0
13-Sep-22 18:00:19 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/12/157.224.0.0   s_ipcount=10916 min_samples=65536
13-Sep-22 18:00:19 INFO run_ipd       NO -> join siblings
13-Sep-22 18:00:19 INFO join_siblings         join siblings for range 4/12/157.224.0.0
13-Sep-22 18:00:19 INFO run_ipd    current_range: 4/11/157.192.0.0
13-Sep-22 18:00:19 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/11/157.192.0.0   s_ipcount=106 min_samples=92681
13-Sep-22 18:00:19 INFO run_ipd       NO -> join siblings
13-Sep-22 18:00:19 INFO join_siblings         join siblings for range 4/11/157.192.0.0
13-Sep-22 18:00:19 INFO run_ipd    current_range: 4/10/157.128.0.0
13-Sep-22 18:00:19 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/10/157.128.0.0   s_ipcount=16016 min_samples=131072
13-Sep-22 18:00:19 INFO run_ipd       NO -> join siblings
13-Sep-22 18:00:19 INFO join_siblings         join siblings for range 4/10/157.128.0.0
13-Sep-22 18:00:19 INFO run_ipd    current_range: 4/9/157.0.0.0
13-Sep-22 18:00:19 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/9/157.0.0.0   s_ipcount=45646 min_samples=185363
13-Sep-22 18:00:19 INFO run_ipd       NO -> join siblings
13-Sep-22 18:00:19 INFO join_siblings         join siblings for range 4/9/157.0.0.0
13-Sep-22 18:00:19 INFO run_ipd    current_range: 4/8/156.0.0.0
13-Sep-22 18:00:19 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/8/156.0.0.0   s_ipcount=114483 min_samples=262144
13-Sep-22 18:00:19 INFO run_ipd       NO -> join siblings
13-Sep-22 18:00:19 INFO join_siblings         join siblings for range 4/8/156.0.0.0
13-Sep-22 18:00:19 INFO run_ipd    current_range: 4/10/155.192.0.0
13-Sep-22 18:00:19 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/10/155.192.0.0   s_ipcount=11558 min_samples=131072
13-Sep-22 18:00:19 INFO run_ipd       NO -> join siblings
13-Sep-22 18:00:19 INFO join_siblings         join siblings for range 4/10/155.192.0.0
13-Sep-22 18:00:19 INFO run_ipd    current_range: 4/11/155.160.0.0
13-Sep-22 18:00:19 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/11/155.160.0.0   s_ipcount=326 min_samples=92681
13-Sep-22 18:00:19 INFO run_ipd       NO -> join siblings
13-Sep-22 18:00:19 INFO join_siblings         join siblings for range 4/11/155.160.0.0
13-Sep-22 18:01:26 INFO join_siblings  NO -> do nothing
13-Sep-22 18:01:26 INFO run_ipd    current_range: 4/11/155.128.0.0
13-Sep-22 18:01:26 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/11/155.128.0.0   s_ipcount=360574 min_samples=92681
